urls
https://stackoverflow.com/questions/61529619/unit-testing-express-js-routes
https://jestjs.io/docs/mock-function-api#mockfnmockimplementationfn
https://cloud.digitalocean.com/
https://www.freecodecamp.org/news/learn-java-free-java-courses-for-beginners/
